Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
9,Germany,Lengerich,North Rh,DB0DY  B,DB0DY  G,439.8125,DUP-,9.4,DV,,,YES,Approximate,52.17,7.91,+1:00
9,Germany,Marl,North Rh,DB0NG  B,DB0NG  G,439.575,DUP-,7.6,DV,,,YES,Approximate,51.69,7.11,+1:00
9,Germany,Meerbusch,North Rh,DB0OTV B,DB0OTV G,439.5,DUP+,7.6,DV,,,YES,Approximate,51.27,6.63,+1:00
9,Germany,Paderborn,North Rh,DB0PBS B,DB0PBS G,439.55,DUP-,7.6,DV,,,YES,Approximate,51.71,8.77,+1:00
9,Germany,Recklinghausen,North Rh,DO0SRE C,DO0SRE G,145.7375,DUP-,0.6,DV,,,YES,Approximate,51.62,7.18,+1:00
9,Germany,Recklinghausen,North Rh,DO0SRE B,DO0SRE G,439.3875,DUP-,7.6,DV,,,YES,Approximate,51.62,7.18,+1:00
9,Germany,Rheine,North Rh,DB0RTV B,DB0RTV G,438.5125,DUP-,7.6,DV,,,YES,Approximate,52.17,7.25,+1:00
9,Germany,Gaensehals,Rhinelan,DB0MYK B,DB0MYK G,439.5625,DUP-,7.6,DV,,,YES,Approximate,50.4,7.21,+1:00
9,Germany,Hisel,Rhinelan,DB0DRB B,DB0DRB G,438.425,DUP-,7.6,DV,,,YES,Approximate,49.97,6.37,+1:00
9,Germany,Auersberg,Saxony,DB0ERZ B,DB0ERZ G,439.525,DUP-,7.6,DV,,,YES,Approximate,50.46,12.65,+1:00
9,Germany,Tangermunde,Saxony-A,DB0AMK B,DB0AMK G,439.45,DUP-,7.6,DV,,,YES,Approximate,52.55,11.97,+1:00
9,Germany,Basedow,Schleswi,DO0TPB C,DO0TPB G,145.7625,DUP-,0.6,DV,,,YES,Approximate,53.42,10.59,+1:00
9,Germany,Basedow,Schleswi,DO0TPB B,DO0TPB G,439.3875,DUP-,7.6,DV,,,YES,Approximate,53.42,10.59,+1:00
9,Germany,Geesthacht,Schleswi,DB0HEW B,DB0HEW G,438.55,DUP-,7.6,DV,,,YES,Approximate,53.42,10.42,+1:00
9,Germany,Itzehoe,Schleswi,DM0IZH C,DM0IZH G,145.6875,DUP-,0.6,DV,,,YES,Approximate,53.88,9.5,+1:00
9,Germany,Itzehoe,Schleswi,DM0IZH B,DM0IZH G,439.875,DUP-,7.6,DV,,,YES,Approximate,53.88,9.5,+1:00
9,Germany,Luebeck,Schleswi,DB0DWL B,DB0DWL G,439.925,DUP-,9.4,DV,,,YES,Approximate,53.86,10.67,+2:00
10,Islands,Santa Cruz,Aruba,P43L   B,P43L   G,440.5,DUP-,7.6,DV,,,YES,Approximate,12.52,-69.99,-4:00
10,Islands,Willemstad,Curacao,PJ2A   B,PJ2A   G,433.9,DUP+,5,DV,,,YES,Approximate,12.1,-68.9,-4:00
10,Islands,Cayey,Puerto R,WP4OPM C,WP4OPM G,145.13,DUP-,0.6,DV,,,YES,Approximate,18.12,-66.15,-5:00
10,Islands,Cayey,Puerto R,WP4OPM B,WP4OPM G,447.375,DUP-,5,DV,,,YES,Approximate,18.12,-66.15,-5:00
10,Islands,St. James,Trinidad,9Y4TT  C,9Y4TT  G,147.85,DUP-,0.6,DV,,,YES,Approximate,10.68,-61.53,-4:00
10,Islands,St. James,Trinidad,9Y4UWI B,9Y4UWI G,444.775,DUP+,5,DV,,,YES,Approximate,10.68,-61.53,-4:00
10,Islands,Barrigada,Guam,AH2G   A,AH2G   G,146.19,DUP-,0.6,DV,,,YES,Approximate,13.5,144.8,+10:00
11,Italy,L'Aquila,Abruzzo,IR6L   C,IR6L   G,145.65,DUP+,0.6,DV,,,YES,Approximate,42.36,13.4,+1:00
11,Italy,Monte Maiella,Abruzzo,IR6UCC C,IR6UCC G,145.6875,DUP-,0.6,DV,,,YES,Approximate,42.16,14.13,+1:00
11,Italy,Monte Maiella,Abruzzo,IR6UCC B,IR6UCC G,430.0125,DUP+,5,DV,,,YES,Approximate,42.16,14.13,+1:00
11,Italy,Monte Majella,Abruzzo,IR6UBM B,IR6UBM G,430.1125,DUP+,1.6,DV,,,YES,Approximate,42.09,14.67,+1:00
11,Italy,Ortona,Abruzzo,IR6UCX C,IR6UCX G,144.9625,DUP-,0,DV,,,YES,Approximate,42.35,14.41,+1:00
11,Italy,Sulmona,Abruzzo,IR6UDO B,IR6UDO G,430.1375,DUP+,1.6,DV,,,YES,Approximate,42.05,13.93,+1:00
11,Italy,Alliste,Puglia,IR7UBL C,IR7UBL G,145.6125,DUP+,0.6,DV,,,YES,Approximate,39.95,18.1,+1:00
11,Italy,Alliste,Puglia,IR7UBL B,IR7UBL G,430.1375,DUP+,1.6,DV,,,YES,Approximate,39.95,18.1,+1:00
11,Italy,Bari,Puglia,IR7UBA B,IR7UBA G,430.3,DUP+,1.6,DV,,,YES,Approximate,41.02,16.91,+1:00
11,Italy,Bari,Puglia,IR7UBA C,IR7UBA G,145.6125,DUP-,0.6,DV,,,YES,Approximate,41.02,16.91,+1:00
11,Italy,Bari,Puglia,IR7UBB C,IR7UBB G,145.7875,DUP-,0.6,DV,,,YES,Approximate,41.13,16.87,+1:00
11,Italy,Bari,Puglia,IR7UBX B,IR7UBX G,430,DUP+,5,DV,,,YES,Approximate,41.09,16.87,+1:00
11,Italy,Cavallino,Puglia,IR7UBY C,IR7UBY G,145.6125,DUP+,0.6,DV,,,YES,Approximate,40.33,18.17,+1:00
11,Italy,Cavallino,Puglia,IR7UBY B,IR7UBY G,430.425,DUP+,5,DV,,,YES,Approximate,40.33,18.17,+1:00
11,Italy,Martina Franca,Puglia,IR7UC  B,IR7UC  G,430.1,DUP+,5,DV,,,YES,Approximate,40.64,17.38,+1:00
11,Italy,Neviano,Puglia,IR7UBP B,IR7UBP G,430.5,DUP+,5,DV,,,YES,Approximate,40.11,18.12,+1:00
11,Italy,Cosenza,Calabria,IR8UBW B,IR8UBW G,430.175,DUP+,1.6,DV,,,YES,Approximate,39.3,16.26,+1:00
11,Italy,Villa San Giovan,Calabria,IR8UCN C,IR8UCN G,145.7125,DUP-,0.6,DV,,,YES,Approximate,38.23,15.65,+1:00
11,Italy,Avellino,Campania,IR8UAF B,IR8UAF G,432.25,DUP+,1.6,DV,,,YES,Approximate,41.05,14.49,+1:00
11,Italy,Trevico  (AV),Campania,IR8UAE B,IR8UAE G,430.225,DUP+,1.6,DV,,,YES,Approximate,41,14.9,+1:00
11,Italy,Cervia,Emila-Ro,IR4UCF B,IR4UCF G,430.3,DUP+,5,DV,,,YES,Approximate,44.26,12.37,+1:00
11,Italy,Monte Cimone,Emila-Ro,IR4MO  C,IR4MO  G,145.5625,DUP-,0.6,DV,,,YES,Approximate,44.2,10.71,+1:00
11,Italy,Fontanafredda,Friuli-V,IR3UBK B,IR3UBK G,430.55,DUP-,0,DV,,,YES,Approximate,45.98,12.58,+1:00
11,Italy,m.te Bernadia Ud,Friuli-V,IR3EF  C,IR3EF  G,145.5875,DUP-,0.6,DV,,,YES,Approximate,46.24,13.25,+1:00
11,Italy,Monte Sabotino G,Friuli-V,IR3UJ  B,IR3UJ  G,430.075,DUP+,1.6,DV,,,YES,Approximate,45.99,13.64,+7:00
11,Italy,Pordenone,Friuli-V,IR3UIB B,IR3UIB G,431.525,DUP+,1.6,DV,,,YES,Approximate,46.01,12.44,+1:00
11,Italy,Trieste,Friuli-V,IR3UIC B,IR3UIC G,431.55,DUP+,1.6,DV,,,YES,Approximate,45.66,13.77,+1:00
11,Italy,Udine,Friuli-V,IR3UBZ B,IR3UBZ G,433.025,DUP-,1.6,DV,,,YES,Approximate,46.06,13.25,+1:00
11,Italy,Rome,Lazio,IR0MA  C,IR0MA  G,145.99375,DUP-,1.975,DV,,,YES,Approximate,41.82,12.72,+1:00
11,Italy,Rome,Lazio,IR0MA  B,IR0MA  G,430.00625,DUP+,5,DV,,,YES,Approximate,41.82,12.72,+1:00
11,Italy,Borghetto Santo,Liguria,IR1UGO C,IR1UGO G,144.9375,DUP-,0,DV,,,YES,Approximate,44.11,8.24,+1:00
11,Italy,Borghetto Santo,Liguria,IR1UGO B,IR1UGO G,430.525,DUP+,5,DV,,,YES,Approximate,44.11,8.24,+1:00
11,Italy,Castiglione Chia,Liguria,IR1DC  C,IR1DC  G,144.925,DUP-,0,DV,,,YES,Approximate,44.28,9.53,+1:00
11,Italy,Imperia,Liguria,IR1UGM B,IR1UGM G,430.2625,DUP-,1.6,DV,,,YES,Approximate,43.88,8.01,+1:00
11,Italy,Bernate Ticino,Lombardi,IR2UEZ B,IR2UEZ G,431.6125,DUP+,1.6,DV,,,YES,Approximate,45.49,8.82,+1:00
11,Italy,Bollate,Lombardi,IR2UFV B,IR2UFV G,433.625,DUP-,0,DV,,,YES,Approximate,45.55,9.12,+1:00
11,Italy,Camposauro,Lombardi,IR8BA  C,IR8BA  G,145.7875,DUP-,0.6,DV,,,YES,Approximate,41.1,14.61,+1:00
11,Italy,Gambolo,Lombardi,IR2UFH B,IR2UFH G,430.1375,DUP+,1.6,DV,,,YES,Approximate,45.27,8.86,+1:00
11,Italy,Milan,Lombardi,IR2UDY B,IR2UDY G,431.4375,DUP+,1.6,DV,,,YES,Approximate,45.52,9.28,+1:00
11,Italy,S.Giulia,Lombardi,IR1UAW C,IR1UAW G,144.925,DUP-,0,DV,,,YES,Approximate,44.31,9.38,+1:00
11,Italy,S.Giulia,Lombardi,IR1UAW B,IR1UAW G,430.9125,DUP+,5,DV,,,YES,Approximate,44.31,9.38,+1:00
11,Italy,Albugnano,Piemonte,IR1UCB B,IR1UCB G,430.1,DUP+,1.6,DV,,,YES,Approximate,45.08,7.98,+1:00
11,Italy,Alice Bel Colle,Piemonte,IR1UIV B,IR1UIV G,430.875,DUP+,5,DV,,,YES,Approximate,44.73,8.46,+1:00
11,Italy,Casale Monferrat,Piemonte,IR1UDI C,IR1UDI G,145.6875,DUP-,0.6,DV,,,YES,Approximate,45.13,8.44,+1:00
11,Italy,Casale Monferrat,Piemonte,IR1UDI B,IR1UDI G,430.025,DUP+,1.6,DV,,,YES,Approximate,45.13,8.44,+1:00
11,Italy,La Morra,Piemonte,IR1DK  C,IR1DK  G,145.775,DUP-,0.6,DV,,,YES,Approximate,44.63,7.94,+1:00
11,Italy,Piasco,Piemonte,IR1UII B,IR1UII G,430.1875,DUP+,5,DV,,,YES,Approximate,44.58,7.44,+1:00
11,Italy,Torino,Piemonte,IR1CJ  C,IR1CJ  G,144.9875,DUP+,1,DV,,,YES,Approximate,45.05,7.71,+1:00
11,Italy,Caltagirone,Sicilia,IR9UBQ B,IR9UBQ G,430.125,DUP+,1.6,DV,,,YES,Approximate,37.24,14.52,+1:00
11,Italy,Mascalucia,Sicilia,IR9UBM C,IR9UBM G,145.45,DUP-,0,DV,,,YES,Approximate,37.58,15.07,+1:00
11,Italy,Palermo,Sicilia,IR9G   C,IR9G   G,145.6625,DUP-,0.6,DV,,,YES,Approximate,38.12,13.27,+1:00
11,Italy,Plermo,Sicilia,IR9P   C,IR9P   G,145.6375,DUP-,0.6,DV,,,YES,Approximate,38.18,13.28,+1:00
11,Italy,Siracusa,Sicilia,IR9BP  C,IR9BP  G,144.65,DUP-,0,DV,,,YES,Approximate,37.1,15.26,+1:00
11,Italy,Siracusa,Sicilia,IR9BQ  C,IR9BQ  G,144.725,DUP-,0,DV,,,YES,Approximate,37.1,15.22,+1:00
11,Italy,Siracusa,Sicilia,IR9BR  B,IR9BR  G,430.3,DUP+,5,DV,,,YES,Approximate,37.09,15.28,+1:00
11,Italy,Zafferana Etnea,Sicilia,IR9AC  C,IR9AC  G,145.7875,DUP-,0.6,DV,,,YES,Approximate,37.68,15.1,+1:00
11,Italy,Casalguidi,Toscana,IZ5IOS B,IZ5IOS G,430.525,DUP+,5,DV,,,YES,Approximate,43.88,10.92,0:00
11,Italy,Cetamura,Toscana,IR5UCC B,IR5UCC G,430.2625,DUP-,1.6,DV,,,YES,Approximate,43.41,11.48,+1:00
11,Italy,Figline Valdarno,Toscana,IR5UBM B,IR5UBM G,430.0125,DUP+,1.6,DV,,,YES,Approximate,43.69,11.53,+1:00
11,Italy,Firenze,Toscana,IR5AN  C,IR5AN  G,144.925,DUP-,0,DV,,,YES,Approximate,43.77,11.4,+1:00
11,Italy,Firenze,Toscana,IR5AY  C,IR5AY  G,145.575,DUP-,0.6,DV,,,YES,Approximate,43.88,11.14,+1:00
11,Italy,Firenze,Toscana,IR5UCQ B,IR5UCQ G,431.45,DUP+,1.6,DV,,,YES,Approximate,43.88,11.14,+1:00
11,Italy,Livorno,Toscana,IR5UCB C,IR5UCB G,144.675,DUP-,0,DV,,,YES,Approximate,43.55,10.32,+1:00
11,Italy,Livorno,Toscana,IR5UCB B,IR5UCB G,431.4875,DUP+,1.6,DV,,,YES,Approximate,43.55,10.32,+1:00
11,Italy,Monte Cascetto L,Toscana,IR5UBS B,IR5UBS G,431.4875,DUP-,1.6,DV,,,YES,Approximate,43.76,10.55,+1:00
11,Italy,MonteFiore Quarr,Toscana,IR5UCK B,IR5UCK G,431.425,DUP-,1.6,DV,,,YES,Approximate,43.83,10.94,+1:00
11,Italy,Scandicci Firenz,Toscana,IR5UBN B,IR5UBN G,430.325,DUP+,1.6,DV,,,YES,Approximate,43.75,11.2,+1:00
11,Italy,Perugia,Umbria,IR0UP  B,IR0UP  G,430.15,DUP+,1.6,DV,,,YES,Approximate,43.07,12.24,+1:00
11,Italy,Terni,Umbria,IR0K   B,IR0K   G,430.3375,DUP+,1.6,DV,,,YES,Approximate,42.42,12.64,+1:00
11,Italy,Belluno,Veneto,IR3UIQ B,IR3UIQ G,431.6,DUP+,1.6,DV,,,YES,Approximate,46.15,12.22,+1:00
11,Italy,Monselice(Padova,Veneto,IR3UEF B,IR3UEF G,431.475,DUP+,1.6,DV,,,YES,Approximate,45.26,11.75,+1:00
11,Italy,Monselice(Padova,Veneto,IR3UEF C,IR3UEF G,145.975,DUP-,1.1,DV,,,YES,Approximate,45.26,11.75,+1:00
11,Italy,San Mauro delle,Veneto,IR3UG  C,IR3UG  G,144.8625,DUP+,1,DV,,,YES,Approximate,45.58,11.12,+1:00
11,Italy,San Mauro delle,Veneto,IR3UG  B,IR3UG  G,430.45,DUP+,5,DV,,,YES,Approximate,45.58,11.12,+1:00
12,Japan,Chiba,Japan,JJ1YEG C,JJ1YEG G,145.79,DUP-,0,DV,,,YES,Approximate,35.51,140.31,+9:00
12,Japan,Chiba,Japan,JJ1YEG B,JJ1YEG G,438.9,DUP-,0,DV,,,YES,Approximate,35.51,140.31,+9:00
12,Japan,Fukuoka Fukuoka-,Japan,JP6YHL A,JP6YHL G,439.47,DUP-,5,DV,,,YES,Approximate,33.57,130.35,+9:00
12,Japan,Gifu Gifu-city,Japan,JP2YGR A,JP2YGR G,439.43,DUP-,5,DV,,,YES,Approximate,35.43,136.77,+9:00
12,Japan,Gifu Kamo-gun,Japan,JP2YGA A,JP2YGA G,439.35,DUP-,5,DV,,,YES,Approximate,35.43,136.77,+9:00
12,Japan,Gunma Maebashi-c,Japan,JP1YJP A,JP1YJP G,439.05,DUP-,5,DV,,,YES,Approximate,36.39,139.07,+9:00
12,Japan,Kinkazan- Gifu,Japan,JP2YDS A,JP2YDS G,439.49,DUP-,5,DV,,,YES,Approximate,35.44,136.78,+9:00
12,Japan,Kochi Kochi-city,Japan,JP5YCP A,JP5YCP G,439.49,DUP-,5,DV,,,YES,Approximate,33.56,133.54,+9:00
12,Japan,Nada-ward- Kobe,Japan,JP3YES A,JP3YES G,434.25,DUP+,5,DV,,,YES,Approximate,34.72,135.24,+9:00
12,Japan,Omihachiman City,Japan,JL3ZBS C,JL3ZBS G,144.87,DUP-,0,DV,,,YES,Approximate,35.11,136.08,+9:00
12,Japan,Omihachiman City,Japan,JL3ZBS B,JL3ZBS G,438.75,DUP-,0,DV,,,YES,Approximate,35.11,136.08,+9:00
12,Japan,Toshima- Tokyo,Japan,JR1WN  A,JR1WN  G,439.13,DUP-,5,DV,,,YES,Approximate,35.74,139.75,+9:00
12,Japan,Kasugai,Aichi,JP2YGK A,JP2YGK G,439.39,DUP-,5,DV,,,YES,Approximate,35.25,136.98,+9:00
12,Japan,Kouta,Aichi,JP2YDP A,JP2YDP G,439.41,DUP-,5,DV,,,YES,Approximate,35.19,136.91,+9:00
12,Japan,Nagoya,Aichi,JP2YGI A,JP2YGI G,439.37,DUP-,5,DV,,,YES,Approximate,35.19,136.91,+9:00
12,Japan,Nishio,Aichi,JP2YDN A,JP2YDN G,439.23,DUP-,5,DV,,,YES,Approximate,34.88,137.08,+9:00
12,Japan,Hachinohe,Aomori,JP7YEM A,JP7YEM G,439.07,DUP-,5,DV,,,YES,Approximate,38.31,140.76,+9:00
12,Japan,Chiba,Chiba,JP1YJQ A,JP1YJQ G,439.27,DUP-,5,DV,,,YES,Approximate,35.61,140.11,+9:00
12,Japan,Funabashi,Chiba,JP1YFY A,JP1YFY G,434.46,DUP+,5,DV,,,YES,Approximate,35.7,139.99,+9:00
12,Japan,Katori,Chiba,JP1YDS B,JP1YDS G,439.21,DUP-,5,DV,,,YES,Approximate,35.9,140.5,+9:00
12,Japan,Kisarazu,Chiba,JP1YEM A,JP1YEM G,439.11,DUP-,5,DV,,,YES,Approximate,35.38,139.92,+9:00
12,Japan,Nagae,Chiba,JP1YKM B,JP1YKM G,434.22,DUP+,5,DV,,,YES,Approximate,35.61,140.11,+9:00
12,Japan,Nagareyama,Chiba,JP1YJR A,JP1YJR G,439.09,DUP-,5,DV,,,YES,Approximate,35.86,139.91,+9:00
12,Japan,Yachimata,Chiba,JP1YJT A,JP1YJT G,434.42,DUP+,5,DV,,,YES,Approximate,35.67,140.32,+9:00
12,Japan,Matsuyama,Ehime,JP5YCO A,JP5YCO G,439.45,DUP-,5,DV,,,YES,Approximate,33.86,132.81,+9:00
12,Japan,Kyusyu,Fukuoka,JP6YHS A,JP6YHS G,439.13,DUP-,5,DV,,,YES,Approximate,33.62,130.53,+9:00
12,Japan,Hiroshima,Hiroshim,JP4YDU A,JP4YDU G,439.49,DUP-,5,DV,,,YES,Approximate,34.39,132.46,+9:00
12,Japan,Asahikawa,Hokkaido,JP8YEE A,JP8YEE G,439.43,DUP-,5,DV,,,YES,Approximate,43.78,142.39,+9:00
12,Japan,Chitose,Hokkaido,JP8YEB A,JP8YEB G,439.47,DUP-,5,DV,,,YES,Approximate,42.82,141.53,+9:00
12,Japan,Hakodate,Hokkaido,JP8YEA A,JP8YEA G,439.03,DUP-,5,DV,,,YES,Approximate,41.86,140.94,+9:00
12,Japan,Hakusan,Hokkaido,JP9YEG A,JP9YEG G,439.03,DUP-,5,DV,,,YES,Approximate,36.32,136.66,+9:00
12,Japan,Kitami,Hokkaido,JP8YEF A,JP8YEF G,439.41,DUP-,5,DV,,,YES,Approximate,43.83,143.92,+9:00
12,Japan,Nanto,Hokkaido,JP9YEI A,JP9YEI G,439.47,DUP-,5,DV,,,YES,Approximate,36.56,136.92,+9:00
12,Japan,Obihiro,Hokkaido,JP8YEC A,JP8YEC G,439.45,DUP-,5,DV,,,YES,Approximate,42.79,143.13,+9:00
12,Japan,Sapporo,Hokkaido,JP8YDZ A,JP8YDZ G,439.49,DUP-,5,DV,,,YES,Approximate,43.47,142.8,+9:00
12,Japan,Rokko-minami,Hyogo,JR3VK  A,JR3VK  G,439.41,DUP-,5,DV,,,YES,Approximate,34.69,135.17,+9:00
12,Japan,Kashima,Ibaraki,JP1YKH A,JP1YKH G,439.29,DUP-,5,DV,,,YES,Approximate,35.97,140.63,+9:00
12,Japan,Koga,Ibaraki,JP1YIK A,JP1YIK G,439.39,DUP-,5,DV,,,YES,Approximate,36.19,139.71,+9:00
12,Japan,Tsukuba,Ibaraki,JP1YJZ A,JP1YJZ G,439.41,DUP-,5,DV,,,YES,Approximate,36.22,140.1,+9:00
12,Japan,Takamatsu,Kagawa,JP5YCN A,JP5YCN G,439.43,DUP-,5,DV,,,YES,Approximate,34.23,134.05,+9:00
12,Japan,Ebina,Kanagawa,JP1YJX A,JP1YJX G,439.05,DUP-,5,DV,,,YES,Approximate,35.45,139.4,+9:00
12,Japan,Kohoku-ku,Kanagawa,JP1YJY A,JP1YJY G,434.38,DUP+,5,DV,,,YES,Approximate,35.53,139.63,+9:00
12,Japan,Shonan-IT,Kanagawa,JP1YJV A,JP1YJV G,439.19,DUP-,5,DV,,,YES,Approximate,35.34,139.5,+9:00
12,Japan,Yokohama,Kanagawa,JP1YIQ A,JP1YIQ G,439.21,DUP-,5,DV,,,YES,Approximate,35.45,139.64,+9:00
12,Japan,Kochi,Kouchi,JP5YCQ A,JP5YCQ G,439.47,DUP-,5,DV,,,YES,Approximate,33.56,133.57,+9:00
12,Japan,Kumamoto,Kumamoto,JP6YHN A,JP6YHN G,439.03,DUP-,5,DV,,,YES,Approximate,32.65,130.85,+9:00
12,Japan,Yatsushiro,Kumamoto,JP6YHR A,JP6YHR G,439.45,DUP-,5,DV,,,YES,Approximate,32.51,130.61,+9:00
12,Japan,Arashiyama,Kyoto,JP3YHV A,JP3YHV G,439.37,DUP-,5,DV,,,YES,Approximate,35.02,135.77,+9:00
12,Japan,Hiezan,Kyoto,JP3YCS A,JP3YCS G,434.06,DUP+,5,DV,,,YES,Approximate,35.07,135.83,+9:00
12,Japan,Sendai,Miyagi,JP7YEL A,JP7YEL G,439.39,DUP-,5,DV,,,YES,Approximate,38.32,140.76,+9:00
12,Japan,Ueda,Nagano,JP0YDP A,JP0YDP G,439.03,DUP-,5,DV,,,YES,Approximate,36.41,138.25,+9:00
12,Japan,Utukushigahara,Nagano,JP0YCI A,JP0YCI G,439.45,DUP-,5,DV,,,YES,Approximate,36.23,138.12,+9:00
12,Japan,Ikoma,Nara,JP3YIE A,JP3YIE G,439.45,DUP-,5,DV,,,YES,Approximate,34.74,135.76,+9:00
12,Japan,Narayama,Nara,JP3YHL A,JP3YHL G,439.49,DUP-,5,DV,,,YES,Approximate,34.69,135.81,+9:00
12,Japan,Murakami,Niigata,JP0YDT A,JP0YDT G,439.45,DUP-,5,DV,,,YES,Approximate,38.35,139.56,+9:00
12,Japan,Nagaoka,Niigata,JP0YDU A,JP0YDU G,439.43,DUP-,5,DV,,,YES,Approximate,37.44,138.85,+9:00
12,Japan,Niigata,Niigata,JP0YDR A,JP0YDR G,439.19,DUP-,5,DV,,,YES,Approximate,37.92,139.04,+9:00
12,Japan,Kurashiki,Okayama,JP4YDV A,JP4YDV G,439.33,DUP-,5,DV,,,YES,Approximate,34.59,133.78,+9:00
12,Japan,Ginowan,Okinawa,JR6YZ  A,JR6YZ  G,439.45,DUP-,5,DV,,,YES,Approximate,26.28,127.76,+9:00
12,Japan,Hirano,Osaka,JP3YHH A,JP3YHH G,439.39,DUP-,5,DV,,,YES,Approximate,34.69,135.51,+9:00
12,Japan,Ikoma,Osaka,JP3YHJ A,JP3YHJ G,439.01,DUP-,5,DV,,,YES,Approximate,34.68,135.61,+9:00
12,Japan,Neyagawa,Osaka,JP3YHX A,JP3YHX G,439.33,DUP-,5,DV,,,YES,Approximate,34.77,135.63,+9:00
12,Japan,Sakai,Osaka,JP3YHT A,JP3YHT G,439.31,DUP-,5,DV,,,YES,Approximate,34.58,135.49,+9:00
12,Japan,Iruma,Saitama,JP1YKG A,JP1YKG G,439.15,DUP-,5,DV,,,YES,Approximate,35.82,139.37,+9:00
12,Japan,Moriyama,Shiga,JR3WZ  A,JR3WZ  G,439.47,DUP-,5,DV,,,YES,Approximate,35.1,135.97,+9:00
12,Japan,Shizouka,Sizouka,JP2YGY A,JP2YGY G,439.41,DUP-,5,DV,,,YES,Approximate,34.99,138.39,+9:00
12,Japan,Chiyoda,Tokyo,JP1YDG A,JP1YDG G,434.32,DUP+,5,DV,,,YES,Approximate,35.7,139.77,+9:00
12,Japan,Chuou-ku,Tokyo,JP1YIU A,JP1YIU G,434.4,DUP+,5,DV,,,YES,Approximate,35.45,139.64,+9:00
12,Japan,Komae-city,Tokyo,JP1YJO A,JP1YJO G,439.29,DUP-,5,DV,,,YES,Approximate,35.64,139.58,+9:00
12,Japan,Koto-ku,Tokyo,JP1YJK A,JP1YJK G,439.07,DUP-,5,DV,,,YES,Approximate,35.69,139.7,+9:00
12,Japan,Nishi,Tokyo,JP1YIW A,JP1YIW G,439.31,DUP-,5,DV,,,YES,Approximate,35.73,139.54,+9:00
12,Japan,Tokyo Ham Fair,Tokyo,JP1YJJ A,JP1YJJ G,439.25,DUP-,5,DV,,,YES,Approximate,35.69,139.7,+9:00
12,Japan,Arida,Wakayama,JP3YCV A,JP3YCV G,439.27,DUP-,5,DV,,,YES,Approximate,34.24,135.18,+9:00
12,Japan,Koyasan,Wakayama,JP3YHN A,JP3YHN G,439.03,DUP-,5,DV,,,YES,Approximate,34.24,135.18,+9:00
12,Japan,Tanabe,Wakayama,JP3YIC A,JP3YIC G,439.49,DUP-,5,DV,,,YES,Approximate,33.73,135.38,+9:00
12,Japan,Suo-Oshima,Yamaguch,JP4YDW A,JP4YDW G,439.47,DUP-,5,DV,,,YES,Approximate,36.44,136.44,+9:00
13,Latin America,Buenos Aires,Argentin,LU3AOC B,LU3AOC G,434.95,DUP+,5,DV,,,YES,Approximate,-34.6,-58.38,-3:00
13,Latin America,Buenos Aires,Argentin,LU3AOC C,LU3AOC G,147.345,DUP+,0.6,DV,,,YES,Approximate,-34.6,-58.38,-3:00
13,Latin America,Rosario,Argentin,LU5FB  C,LU5FB  G,147.03,DUP+,0.6,DV,,,YES,Approximate,-32.95,-60.64,-3:00
13,Latin America,Artur Nogueira,Brazil,PY2KCA C,PY2KCA G,145.23,DUP-,0.6,DV,,,YES,Approximate,-22.73,-47.35,-3:00
13,Latin America,Belo Horizonte,Brazil,PY4RCR C,PY4RCR G,147,DUP+,0.6,DV,,,YES,Approximate,-19.82,-43.98,-3:00
13,Latin America,Belo Horizonte,Brazil,PY4RHC C,PY4RHC G,146.77,DUP-,0.6,DV,,,YES,Approximate,-19.57,-43.54,-3:00
13,Latin America,Caruaru,Brazil,PY7DIG C,PY7DIG G,145.45,DUP-,0.6,DV,,,YES,Approximate,-8.09,-35.55,-3:00
13,Latin America,Joanopolis,Brazil,PY2KGV B,PY2KGV G,439.35,DUP-,5,DV,,,YES,Approximate,-22.88,-46.32,-3:00
13,Latin America,Nova Friburgo,Brazil,PY1NDN C,PY1NDN G,147.27,DUP+,0.6,DV,,,YES,Approximate,-22.28,-42.53,-3:00
13,Latin America,Rio de Janeiro,Brazil,PY1EGR C,PY1EGR G,146.75,DUP-,0.6,DV,,,YES,Approximate,-22.97,-43.22,-4:00
13,Latin America,Rio de Janeiro,Brazil,PY1EGR B,PY1EGR G,439.9,DUP-,5,DV,,,YES,Approximate,-22.97,-43.22,-4:00
13,Latin America,Rio de Janeiro,Brazil,PY1JLU C,PY1JLU G,146.85,DUP-,0.6,DV,,,YES,Approximate,-22.55,-43.05,-3:00
13,Latin America,Rio de Janeiro,Brazil,PY1MRD B,PY1MRD G,439.875,DUP-,5,DV,,,YES,Approximate,-22.82,-43.52,-3:00
13,Latin America,Rio de Janeiro,Brazil,PY1MRE C,PY1MRE G,146.67,DUP-,0.6,DV,,,YES,Approximate,-22.94,-43.34,-3:00
13,Latin America,Rio de Janeiro,Brazil,PY1MRH B,PY1MRH G,439.425,DUP-,5,DV,,,YES,Approximate,-23.04,-43.09,-4:00
13,Latin America,Rio de Janeiro,Brazil,PY1RSU B,PY1RSU G,439.95,DUP-,5,DV,,,YES,Approximate,-22.91,-43.17,-3:00
